clip_name,pfID,label_full_vocab,label_consolidated_vocab,podcast_filename,event_start_inepisode,event_end_inepisode,clip_start_inepisode,clip_end_inepisode,confidence,episode_split_subset,clip_split_subset
16019.wav,16019,Words,Words,Animal Talk_Matt's New 9 Year Old Puppy - Episode 92,1424.6209999999814,1426.6209999999814,1424.6209999999814,1426.6209999999814,0.85,train,train
16093.wav,16093,Breath,Breath,Midwest Dance Symposium_Session 1,5299.096016,5301.096016,5299.096016,5301.096016,0.85,train,train
16103.wav,16103,Um,Um,"Tearsheet Podcast_Edison Partners' Chris Sugden 'With growth equity, dogs are already eating the dog food'",605.3119999999994,607.3119999999994,605.3119999999994,607.3119999999994,0.85,train,train
16104.wav,16104,Um,Um,Education_Ep 1 - Handmade Dev Show 2017,934.941999999994,936.941999999994,934.941999999994,936.941999999994,0.85,validation,validation
16109.wav,16109,Um,Um,All The Fly Kids_Chaos & Culture Episode 10 Rethinking the Urban Marketing Aesthetic feat. Karim Lateef,889.1499999999968,891.1499999999968,889.1499999999968,891.1499999999968,0.85,train,train
16154.wav,16154,Words,Words,Verity The Podcast_Episode 10_Are Fast Friendships Bad_,1796.9601312,1798.9601312,1796.9601312,1798.9601312,0.85,train,train
16195.wav,16195,Words,Words,All The Fly Kids_Chaos & Culture Episode 10 Rethinking the Urban Marketing Aesthetic feat. Karim Lateef,2206.510999999992,2208.510999999992,2206.510999999992,2208.510999999992,0.85,train,train
16196.wav,16196,Music,Music,UX Podcast_#189 Contrasting design worlds with Namrata Mehta,14.475999999999999,16.476,14.475999999999999,16.476,0.85,train,train
16205.wav,16205,Music,Music,UX Podcast_#185 Gaming behaviour with Kellee Santiago,11.000000000000002,13.000000000000002,11.000000000000002,13.000000000000002,0.85,train,train
16273.wav,16273,Uh,Uh,"GeeklyBiWeekly_Geekly Bi-Weekly Episode 1 WandaVision, Disney+, Spiderman, HBO MAX",1172.47999999999,1174.47999999999,1172.47999999999,1174.47999999999,0.85,train,train
16280.wav,16280,Laughter,Laughter,a16z_a16z Podcast Disruption in Business... and Life,1903.4800448,1905.4800448,1903.4800448,1905.4800448,0.85,train,train
16291.wav,16291,Um,Um,Midwest Dance Symposium_Session 1,6195.902000000402,6197.902000000402,6195.902000000402,6197.902000000402,0.85,train,train
16313.wav,16313,Music,Music,UX Podcast_#180 Mobile frustrations with Lina Hansson,2319.436999999994,2321.436999999994,2319.436999999994,2321.436999999994,0.85,train,train
16334.wav,16334,Breath,Breath,Americhicks_Heart of the Matter September 14th Hour 2,605.0419903999998,607.0419903999998,605.0419903999998,607.0419903999998,0.85,train,train
16344.wav,16344,filler,filler,Verity The Podcast_Episode 10_Are Fast Friendships Bad_,1178.936999999989,1180.936999999989,1178.936999999989,1180.936999999989,0.85,train,train
16352.wav,16352,Um,Um,UX Podcast_#197 Mental health with Jennifer Akullian,1005.4509999999884,1007.4509999999884,1005.4509999999884,1007.4509999999884,0.85,train,train
16359.wav,16359,Uh,Uh,UX Podcast_#180 Mobile frustrations with Lina Hansson,54.861,56.861,54.861,56.861,0.85,train,train
16407.wav,16407,Um,Um,Radio For Humans_PODLUCK Summer 2018 Cooking Show,2584.0979648,2586.0979648,2584.0979648,2586.0979648,0.85,train,train
16416.wav,16416,Uh,Uh,UX Podcast_#178 Games user research with Veronica Zammitto,1669.1279999999751,1671.1279999999751,1669.1279999999751,1671.1279999999751,0.85,train,train
16432.wav,16432,Music,Music,UX Podcast_#213 Spacesuit design with Lindsey Aitchison,58.44300000000006,60.44300000000006,58.44300000000006,60.44300000000006,0.85,train,train
16440.wav,16440,Um,Um,UX Podcast_#251 Multimodal design with Cheryl Platz,2463.401000000057,2465.401000000057,2463.401000000057,2465.401000000057,0.85,train,train
16528.wav,16528,Um,Um,Animal Talk_Episode 67 Impossible Meat and Impossible Pets,785.4159999999962,787.4159999999962,785.4159999999962,787.4159999999962,0.85,train,train
16564.wav,16564,Um,Um,PodcastDetroit_1 Girl Revolution – Episode 4_Detroit Girl Power and Beauty with Candice Simons,698.0939999999966,700.0939999999966,698.0939999999966,700.0939999999966,0.85,train,train
16605.wav,16605,Breath,Breath,Primedia Broadcasting_Tim Noakes on eating the right food The real meal Revolution,1030.8719999999942,1032.8719999999942,1030.8719999999942,1032.8719999999942,0.85,train,train
16676.wav,16676,Um,Um,a16z_a16z Podcast The Future of Entertainment and What David Petraeus and the Olsen Twins Can Teach Us,659.3359999999954,661.3359999999954,659.3359999999954,661.3359999999954,0.85,train,train
16683.wav,16683,Music,Music,UX Podcast_#213 Spacesuit design with Lindsey Aitchison,2261.439000000007,2263.439000000007,2261.439000000007,2263.439000000007,0.85,train,train
16688.wav,16688,Uh,Uh,UX Podcast_Interview with @denisejacobs & @chrisnoessel,1595.4029999999757,1597.4029999999757,1595.4029999999757,1597.4029999999757,0.85,train,train
16709.wav,16709,Breath,Breath,UX Podcast_#208 Your next UX job with Jessica Ivins,1650.7680224000003,1652.7680224000003,1650.7680224000003,1652.7680224000003,0.85,train,train
16748.wav,16748,Um,Um,Radio For Humans_PODLUCK Summer 2018 Cooking Show,4208.937000000104,4210.937000000104,4208.937000000104,4210.937000000104,0.85,train,train
16755.wav,16755,Words,Words,"a16z_a16z Podcast 'The Most Boring Yet Valuable' 20 Minutes, All About Board Minutes",553.5969744,555.5969744,553.5969744,555.5969744,0.85,train,train
16791.wav,16791,Um,Um,Public Access America_Obama Foundation Town Hall Europe,4388.731000000075,4390.731000000075,4388.731000000075,4390.731000000075,0.85,test,test
16801.wav,16801,Um,Um,UX Podcast_#223 Cross disciplinary collaboration with Becki Hyde,1026.5089999999925,1028.5089999999925,1026.5089999999925,1028.5089999999925,0.85,train,train
16809.wav,16809,Words,Words,Animal Talk_Episode 67 Impossible Meat and Impossible Pets,523.8290192,525.8290192,523.8290192,525.8290192,0.85,train,train
16834.wav,16834,Um,Um,a16z_a16z Podcast Things Come Together -- Truths about Tech in Africa,561.2149872000001,563.2149872000001,561.2149872000001,563.2149872000001,0.85,train,train
16845.wav,16845,Um,Um,UX Podcast_#250 Factfulness with Anna Rosling Rönnlund,606.5209999999976,608.5209999999976,606.5209999999976,608.5209999999976,0.85,train,train
16871.wav,16871,Music,Music,Suzanne Toro_Fall Food Recipes & Wisdom {Food Alchemy},724.2539999999983,726.2539999999983,724.2539999999983,726.2539999999983,0.85,test,test
16920.wav,16920,Words,Words,Conexiones TheLearningSciences_Five Pillars of the Mind Redesigning Education to Suit the Brain,982.2490576,984.2490576,982.2490576,984.2490576,0.85,train,train
16938.wav,16938,Uh,Uh,Americhicks_Heart of the Matter September 14th Hour 2,1297.4269999999797,1299.4269999999797,1297.4269999999797,1299.4269999999797,0.85,train,train
16939.wav,16939,Music,Music,PodcastDetroit_The Nooner Show – Episode 138 – From Wife & Mother to Artist Entrepreneur,37.627,39.627,37.627,39.627,0.85,train,train
16980.wav,16980,Words,Words,"Yaro Starak_Erika Awakening From Lawyer To Seduction Coach And Tapping Trainer Making $370,000 A Year",2971.606000000012,2973.606000000012,2971.606000000012,2973.606000000012,0.85,train,train
16988.wav,16988,Uh,Uh,UX Podcast_#197 Mental health with Jennifer Akullian,1610.7070543999996,1612.7070543999996,1610.7070543999996,1612.7070543999996,0.85,train,train
17063.wav,17063,Uh,Uh,Yaro Starak_Kim Sorgius Single Mother Of 4 Makes $30K-Mo Selling Digital Products,2451.4839999999863,2453.4839999999863,2451.4839999999863,2453.4839999999863,0.85,train,train
17088.wav,17088,Um,Um,"Tearsheet Podcast_Edison Partners' Chris Sugden 'With growth equity, dogs are already eating the dog food'",846.9369999999963,848.9369999999963,846.9369999999963,848.9369999999963,0.85,train,train
17110.wav,17110,Uh,Uh,"Tearsheet Podcast_Edison Partners' Chris Sugden 'With growth equity, dogs are already eating the dog food'",506.876,508.876,506.876,508.876,0.85,train,train
17138.wav,17138,Words,Words,Verity The Podcast_Episode 10_Are Fast Friendships Bad_,672.6469936000001,674.6469936000001,672.6469936000001,674.6469936000001,0.85,train,train
17144.wav,17144,Um,Um,UX Podcast_#173 Building a team with Alissa Briggs,1652.2259999999708,1654.2259999999708,1652.2259999999708,1654.2259999999708,0.85,train,train
17148.wav,17148,Music,Music,UX Podcast_#185 Gaming behaviour with Kellee Santiago,2044.093999999956,2046.093999999956,2044.093999999956,2046.093999999956,0.85,train,train
17157.wav,17157,Music,Music,Maximum Enthusiasm_Life Made Simple with Stephanie- round 2- conquering the closet,545.4179999999984,547.4179999999984,545.4179999999984,547.4179999999984,0.85,train,train
17182.wav,17182,Um,Um,Animal Talk_Episode 67 Impossible Meat and Impossible Pets,1926.490999999968,1928.490999999968,1926.490999999968,1928.490999999968,0.85,train,train
17191.wav,17191,Uh,Uh,Food as medicine_Integrative Medicine,2110.3960992,2112.3960992,2110.3960992,2112.3960992,0.85,test,test
17222.wav,17222,non_filler,non_filler,"The RegenNarration_79. Gondwana Link The most exciting restoration at scale in Australia, with Keith Bradby OAM",3225.6190000000443,3227.6190000000443,3225.6190000000443,3227.6190000000443,0.85,test,test
17283.wav,17283,Um,Um,a16z_a16z Podcast Barbarians at the Gate -- How to Think About Enterprise Security Today,458.7699936000001,460.7699936000001,458.7699936000001,460.7699936000001,0.85,train,train
17290.wav,17290,Music,Music,UX Podcast_#173 Building a team with Alissa Briggs,15.363000000000001,17.363,15.363000000000001,17.363,0.85,train,train
17327.wav,17327,non_filler,non_filler,Dickens Olewe_Panel at Global Defence of Media Freedom conference in London,1012.2709999999915,1014.2709999999915,1012.2709999999915,1014.2709999999915,0.85,train,train
17333.wav,17333,Music,Music,UX Podcast_#213 Spacesuit design with Lindsey Aitchison,46.29100000000003,48.29100000000003,46.29100000000003,48.29100000000003,0.85,train,train
17344.wav,17344,Um,Um,All The Fly Kids_Chaos & Culture Episode 10 Rethinking the Urban Marketing Aesthetic feat. Karim Lateef,1341.458999999988,1343.458999999988,1341.458999999988,1343.458999999988,0.85,train,train
17386.wav,17386,Music,Music,UX Podcast_#265 UX Coaching with Whitney Hess (UXP Classic),2053.984999999966,2055.984999999966,2053.984999999966,2055.984999999966,0.85,train,train
17428.wav,17428,Uh,Uh,Techdirt_A Policy Bootcamp For Technologists,1013.1789776,1015.1789776,1013.1789776,1015.1789776,0.85,train,train
17443.wav,17443,Breath,Breath,Design Story_025 Moira Cullen Design is Soft Power,2006.2728656,2008.2728656,2006.2728656,2008.2728656,0.85,test,test
17458.wav,17458,Um,Um,UX Podcast_Interview with @lissijean & @grinblo at #UXLx 2016,1307.633999999986,1309.633999999986,1307.633999999986,1309.633999999986,0.85,train,train
17470.wav,17470,Breath,Breath,Education-Factory_Teens Talking,1963.5149904,1965.5149904,1963.5149904,1965.5149904,0.85,train,train
17491.wav,17491,Um,Um,Tin Pan Alley_On the Road Charlotte Eriksson,313.65099999999984,315.65099999999984,313.65099999999984,315.65099999999984,0.85,test,test
17509.wav,17509,Breath,Breath,Food as medicine_Integrative Medicine,818.6789999999943,820.6789999999943,818.6789999999943,820.6789999999943,0.85,test,test
17532.wav,17532,Words,Words,Dickens Olewe_Panel at Global Defence of Media Freedom conference in London,1126.0230384000004,1128.0230384000004,1126.0230384000004,1128.0230384000004,0.85,train,train
17576.wav,17576,Uh,Uh,UX Podcast_#133 Animation and Fairytale UX with Val Head & Per Axbom,1021.8399999999924,1023.8399999999924,1021.8399999999924,1023.8399999999924,0.85,train,train
17589.wav,17589,Um,Um,Animal Talk_Matt's New 9 Year Old Puppy - Episode 92,1186.21699999999,1188.21699999999,1186.21699999999,1188.21699999999,0.85,train,train
17599.wav,17599,Uh,Uh,a16z_a16z Podcast Artificial Intelligence and the 'Space of Possible Minds',2450.8589999999963,2452.8589999999963,2450.8589999999963,2452.8589999999963,0.85,train,train
17622.wav,17622,Um,Um,Americhicks_10.4.18FBI Report On Kavanaugh-Homeless Urban Camping-Gov. Hickenlooper and Electric Cars,3004.34200000014,3006.34200000014,3004.34200000014,3006.34200000014,0.85,train,train
17648.wav,17648,Music,Music,UX Podcast_#267 UX Theatre with Tanya Snook,2336.1800000000208,2338.1800000000208,2336.1800000000208,2338.1800000000208,0.85,train,train
17675.wav,17675,Breath,Breath,into the mothlight podcast_EP.13_Tereza Stehlikova,2343.5360128,2345.5360128,2343.5360128,2345.5360128,0.85,train,train
17712.wav,17712,Um,Um,UX Podcast_#250 Factfulness with Anna Rosling Rönnlund,1727.8599999999687,1729.8599999999687,1727.8599999999687,1729.8599999999687,0.85,train,train
17715.wav,17715,Uh,Uh,UX Podcast_#120 Product management & UX with Melissa Perri,1537.8159615999998,1539.8159615999998,1537.8159615999998,1539.8159615999998,0.85,train,train
17754.wav,17754,Um,Um,UX Podcast_#198 Connected content with Carrie Hane,1290.719999999984,1292.719999999984,1290.719999999984,1292.719999999984,0.85,train,train
17756.wav,17756,Uh,Uh,Education_Ep 1 - Handmade Dev Show 2017,797.8039999999959,799.8039999999959,797.8039999999959,799.8039999999959,0.85,validation,validation
17819.wav,17819,Words,Words,Tearsheet Podcast_BMO Harris' Niamh Kristufek on empowering women in fintech,1371.8289999999738,1373.8289999999738,1371.8289999999738,1373.8289999999738,0.85,train,train
17840.wav,17840,Music,Music,UX Podcast_#230 Growth marketing with Sara Öhman,1994.6399999999585,1996.6399999999585,1994.6399999999585,1996.6399999999585,0.85,train,train
17843.wav,17843,Laughter,Laughter,UX Podcast_#163 Design systems with Jina Anne,1450.2239616000004,1452.2239616000004,1450.2239616000004,1452.2239616000004,0.85,train,train
17844.wav,17844,Um,Um,Monterey Jazz Festival_Women in Jazz Part II The Gender Equity Question (2018),623.1739999999961,625.1739999999961,623.1739999999961,625.1739999999961,0.85,train,train
17864.wav,17864,Uh,Uh,The Booktopia Books Podcast_John Birmingham on How to Be a Writer,599.7589904000001,601.7589904000001,599.7589904000001,601.7589904000001,0.85,test,test
17878.wav,17878,Um,Um,UX Podcast_#197 Mental health with Jennifer Akullian,289.1970000000002,291.1970000000002,289.1970000000002,291.1970000000002,0.85,train,train
17882.wav,17882,Um,Um,Break The Cycle_Episode 7 Patriarchy,1268.8719999999832,1270.8719999999832,1268.8719999999832,1270.8719999999832,0.85,test,test
17890.wav,17890,Words,Words,UX Podcast_#110 UX Coaching with Whitney Hess,1784.5049999999717,1786.5049999999717,1784.5049999999717,1786.5049999999717,0.85,train,train
17891.wav,17891,Um,Um,UX Podcast_#118 Inclusive design with Sara Lerén,1651.3019999999735,1653.3019999999735,1651.3019999999735,1653.3019999999735,0.85,train,train
17904.wav,17904,Uh,Uh,Animal Talk_Take a photo of a bear from 15 angles - Episode 44,2217.2119488000003,2219.2119488000003,2217.2119488000003,2219.2119488000003,0.85,train,train
17915.wav,17915,Uh,Uh,CEO Interview 2017_Pat Finn,781.2409999999957,783.2409999999957,781.2409999999957,783.2409999999957,0.85,test,test
17950.wav,17950,Music,Music,UX Podcast_#239 Storytelling in design with Anna Dahlström,22.961,24.961,22.961,24.961,0.85,train,train
17965.wav,17965,Laughter,Laughter,Techdirt_A Policy Bootcamp For Technologists,2477.478000000064,2479.478000000064,2477.478000000064,2479.478000000064,0.85,train,train
17965.wav,17965,Laughter,Laughter,Techdirt_A Policy Bootcamp For Technologists,2477.478000000064,2479.478000000064,2477.478000000064,2479.478000000064,0.85,train,train
17966.wav,17966,Um,Um,Claire Zorn_'Turns Out I Had More Things To Write Down!',766.370999999994,768.370999999994,766.370999999994,768.370999999994,0.85,test,test
17992.wav,17992,Laughter,Laughter,Sound Design Live_What (wo)men want How IEM mixes differ by gender,270.9369904,272.9369904,270.9369904,272.9369904,0.85,train,train
18039.wav,18039,Um,Um,Beer Tour Guy Podcast_Episode 12 - Mark Larson - Falling Down Beer Company,2344.614999999991,2346.614999999991,2344.614999999991,2346.614999999991,0.85,test,test
18046.wav,18046,Um,Um,Dickens Olewe_Panel at Global Defence of Media Freedom conference in London,887.410984,889.410984,887.410984,889.410984,0.85,train,train
18138.wav,18138,Breath,Breath,into the mothlight podcast_EP.13_Tereza Stehlikova,116.9809936,118.9809936,116.9809936,118.9809936,0.85,train,train
18161.wav,18161,Um,Um,Yaro Starak_Kim Sorgius Single Mother Of 4 Makes $30K-Mo Selling Digital Products,858.998999999993,860.998999999993,858.998999999993,860.998999999993,0.85,train,train
18163.wav,18163,Breath,Breath,Primedia Broadcasting_Tim Noakes on eating the right food The real meal Revolution,748.4149744,750.4149744,748.4149744,750.4149744,0.85,train,train
18184.wav,18184,Uh,Uh,Physio Edge 054 Hip and groin part 2_assessment and treatment with Benoy Mathew,2914.8580096,2916.8580096,2914.8580096,2916.8580096,0.85,train,train
18199.wav,18199,Music,Music,UX Podcast_#206 The build trap with Melissa Perri,2189.228999999978,2191.228999999978,2189.228999999978,2191.228999999978,0.85,train,train
18205.wav,18205,Uh,Uh,Midwest Dance Symposium_Session 1,6073.125000000375,6075.125000000375,6073.125000000375,6075.125000000375,0.85,train,train
18209.wav,18209,filler,filler,Verity The Podcast_Episode 10_Are Fast Friendships Bad_,82.72800000000001,84.72800000000001,82.72800000000001,84.72800000000001,0.85,train,train
18298.wav,18298,Breath,Breath,StickerGiant_Angie Chua Shares How She Developed Bobo Design Studios And How Travel Is Her Passion,922.9009999999956,924.9009999999956,922.9009999999956,924.9009999999956,0.85,train,train
18313.wav,18313,filler,filler,Verity The Podcast_Episode 10_Are Fast Friendships Bad_,446.9490032,448.9490032,446.9490032,448.9490032,0.85,train,train
18327.wav,18327,Um,Um,"Tearsheet Podcast_Edison Partners' Chris Sugden 'With growth equity, dogs are already eating the dog food'",1452.8010192000002,1454.8010192000002,1452.8010192000002,1454.8010192000002,0.85,train,train
18355.wav,18355,Um,Um,Tearsheet Podcast_Beyond the stock markets [mini-course],1311.2089999999914,1313.2089999999914,1311.2089999999914,1313.2089999999914,0.85,train,train
18364.wav,18364,Um,Um,Verity The Podcast_Episode 10_Are Fast Friendships Bad_,856.9989712000001,858.9989712000001,856.9989712000001,858.9989712000001,0.85,train,train
18379.wav,18379,Um,Um,UX Podcast_#185 Gaming behaviour with Kellee Santiago,1725.4499008000005,1727.4499008000005,1725.4499008000005,1727.4499008000005,0.85,train,train
18420.wav,18420,Uh,Uh,Between You & Me Podcast_Ep 54_MORIAH SMALLBONE Becoming a Lead Lady,1191.9789999999882,1193.9789999999882,1191.9789999999882,1193.9789999999882,0.85,test,test
18464.wav,18464,Words,Words,StickerGiant_Angie Chua Shares How She Developed Bobo Design Studios And How Travel Is Her Passion,1694.4690512000006,1696.4690512000006,1694.4690512000006,1696.4690512000006,0.85,train,train
18514.wav,18514,Um,Um,Parental Settings_Weekend Getaway,403.0429999999999,405.0429999999999,403.0429999999999,405.0429999999999,0.85,train,train
18554.wav,18554,non_filler,non_filler,PodcastDetroit_The Nooner Show – Episode 138 – From Wife & Mother to Artist Entrepreneur,2614.188000000063,2616.188000000063,2614.188000000063,2616.188000000063,0.85,train,train
18561.wav,18561,Music,Music,The Come Up Show_Lizzo shares stories about her struggles and sleeping in her car she named “Harvey Dent”,1141.466999999993,1143.466999999993,1141.466999999993,1143.466999999993,0.85,train,train
18589.wav,18589,Music,Music,E2M Interview_From 2 Employees to 100 in 4 years!,2.527,4.527,2.527,4.527,0.85,train,train
18592.wav,18592,Uh,Uh,Wine and Popcorn_Ep 023 Olivia Pope Stuntin Like Her Daddy Scandal Ep 8 Season 5,599.8689999999984,601.8689999999984,599.8689999999984,601.8689999999984,0.85,test,test
18601.wav,18601,filler,filler,Verity The Podcast_Episode 10_Are Fast Friendships Bad_,903.1419648,905.1419648,903.1419648,905.1419648,0.85,train,train
18611.wav,18611,Um,Um,"Yaro Starak_Erika Awakening From Lawyer To Seduction Coach And Tapping Trainer Making $370,000 A Year",3406.1720000000314,3408.1720000000314,3406.1720000000314,3408.1720000000314,0.85,train,train
18627.wav,18627,Um,Um,Bear and Bear Cub Family Gaming_Episode 22_The One Where We're All About The Nintendo Switch,1280.0029999999715,1282.0029999999715,1280.0029999999715,1282.0029999999715,0.85,train,train
18689.wav,18689,Words,Words,into the mothlight podcast_EP.13_Tereza Stehlikova,678.6549744,680.6549744,678.6549744,680.6549744,0.85,train,train
18689.wav,18689,Words,Words,into the mothlight podcast_EP.13_Tereza Stehlikova,678.6549744,680.6549744,678.6549744,680.6549744,0.85,train,train
18713.wav,18713,Um,Um,"Techdirt_Twitter, Free Speech, And Mob Behavior",476.93099999999976,478.93099999999976,476.93099999999976,478.93099999999976,0.85,train,train
18719.wav,18719,Breath,Breath,UX Podcast_#133 Animation and Fairytale UX with Val Head & Per Axbom,1213.1819872000003,1215.1819872000003,1213.1819872000003,1215.1819872000003,0.85,train,train
18740.wav,18740,Music,Music,UX Podcast_#122 Calm technology with Amber Case,2219.0339999999933,2221.0339999999933,2219.0339999999933,2221.0339999999933,0.85,train,train
18772.wav,18772,Music,Music,UX Podcast_#230 Growth marketing with Sara Öhman,109.6290000000001,111.6290000000001,109.6290000000001,111.6290000000001,0.85,train,train
18810.wav,18810,Words,Words,Americhicks_Heart of the Matter September 14th Hour 2,2078.127999999964,2080.127999999964,2078.127999999964,2080.127999999964,0.85,train,train
18899.wav,18899,Um,Um,"a16z_a16z Podcast The Why, How, and When of Sales",1314.7349999999892,1316.7349999999892,1314.7349999999892,1316.7349999999892,0.85,train,train
18899.wav,18899,Um,Um,"a16z_a16z Podcast The Why, How, and When of Sales",1314.7349999999892,1316.7349999999892,1314.7349999999892,1316.7349999999892,0.85,train,train
18935.wav,18935,Words,Words,UX Podcast_#178 Games user research with Veronica Zammitto,806.4090192000001,808.4090192000001,806.4090192000001,808.4090192000001,0.85,train,train
18991.wav,18991,Laughter,Laughter,Newberry Library_Jun Fujita American Visionary,1395.794999999984,1397.794999999984,1395.794999999984,1397.794999999984,0.85,train,train
19074.wav,19074,Uh,Uh,a16z_a16z Podcast Selling to Developers & Open Source Business Models,1497.1549552000004,1499.1549552000004,1497.1549552000004,1499.1549552000004,0.85,train,train
19107.wav,19107,Um,Um,Parental Settings_Weekend Getaway,647.8819999999987,649.8819999999987,647.8819999999987,649.8819999999987,0.85,train,train
19120.wav,19120,Words,Words,Primedia Broadcasting_Tim Noakes on eating the right food The real meal Revolution,1000.954016,1002.954016,1000.954016,1002.954016,0.85,train,train
19124.wav,19124,Uh,Uh,Techdirt_A Policy Bootcamp For Technologists,467.6039999999989,469.6039999999989,467.6039999999989,469.6039999999989,0.85,train,train
19170.wav,19170,Um,Um,Food as medicine_Integrative Medicine,2436.81300000002,2438.81300000002,2436.81300000002,2438.81300000002,0.85,test,test
19194.wav,19194,Uh,Uh,into the mothlight podcast_EP.13_Tereza Stehlikova,523.8220352000002,525.8220352000002,523.8220352000002,525.8220352000002,0.85,train,train
19249.wav,19249,Uh,Uh,Newberry Library_Conversation with Kenyatta Uncovering Your Ancestry,190.3280096,192.3280096,190.3280096,192.3280096,0.85,train,train
19251.wav,19251,Um,Um,"Techdirt_Twitter, Free Speech, And Mob Behavior",2602.603000000024,2604.603000000024,2602.603000000024,2604.603000000024,0.85,train,train
19301.wav,19301,Laughter,Laughter,Bear and Bear Cub Family Gaming_Episode 20_The One Where We're All VR Geeked,1456.2829999999797,1458.2829999999797,1456.2829999999797,1458.2829999999797,0.85,train,train
19313.wav,19313,Um,Um,Teachers Education Review_TER #124_2018 Year in Review with Bronwyn Hinz - 24 Dec 2018,1671.3079776000002,1673.3079776000002,1671.3079776000002,1673.3079776000002,0.85,train,train
19317.wav,19317,Laughter,Laughter,Animal Talk_Episode 67 Impossible Meat and Impossible Pets,2082.9039936000004,2084.9039936000004,2082.9039936000004,2084.9039936000004,0.85,train,train
19319.wav,19319,Words,Words,UX Podcast_#184 Accreditation with Zoe Rose,477.734,479.734,477.734,479.734,0.85,train,train
19329.wav,19329,Um,Um,Manifest Arts Podcasts_Kwong Lee (Castlefield Gallery),196.33200000000016,198.33200000000016,196.33200000000016,198.33200000000016,0.85,train,train
19344.wav,19344,Uh,Uh,PodcastDetroit_The Nooner Show – Episode 138 – From Wife & Mother to Artist Entrepreneur,1692.8429999999755,1694.8429999999755,1692.8429999999755,1694.8429999999755,0.85,train,train
19353.wav,19353,Uh,Uh,Animal Talk_Episode 67 Impossible Meat and Impossible Pets,71.2449936,73.2449936,71.2449936,73.2449936,0.85,train,train
19354.wav,19354,filler,filler,Verity The Podcast_Episode 10_Are Fast Friendships Bad_,1782.286999999976,1784.286999999976,1782.286999999976,1784.286999999976,0.85,train,train
19386.wav,19386,Music,Music,UX Podcast_#237 User research during a pandemic with Mar Murube,1639.8879999999683,1641.8879999999683,1639.8879999999683,1641.8879999999683,0.85,train,train
19402.wav,19402,Music,Music,Suzanne Toro_Fall Food Recipes & Wisdom {Food Alchemy},678.8369999999984,680.8369999999984,678.8369999999984,680.8369999999984,0.85,test,test
19429.wav,19429,Um,Um,Radio For Humans_PODLUCK Summer 2018 Cooking Show,3358.826000000041,3360.826000000041,3358.826000000041,3360.826000000041,0.85,train,train
19433.wav,19433,Laughter,Laughter,Blonde Moments_She Gonna Look At My Ding-Dong (True Crime Ep 15){Diane Pranski & Donna Winger},1203.3990672000002,1205.3990672000002,1203.3990672000002,1205.3990672000002,0.85,validation,validation
19439.wav,19439,Uh,Uh,UX Podcast_#185 Gaming behaviour with Kellee Santiago,196.5630000000001,198.5630000000001,196.5630000000001,198.5630000000001,0.85,train,train
19467.wav,19467,filler,filler,Verity The Podcast_Episode 10_Are Fast Friendships Bad_,1168.4279999999894,1170.4279999999894,1168.4279999999894,1170.4279999999894,0.85,train,train
19484.wav,19484,Laughter,Laughter,"GeeklyBiWeekly_Geekly Bi-Weekly Episode 1 WandaVision, Disney+, Spiderman, HBO MAX",385.572984,387.572984,385.572984,387.572984,0.85,train,train
19491.wav,19491,Music,Music,"UX Podcast_#262 Design confidence with Kate Rutter, Kim Goodwin and Pamela Pavliscak",31.53300000000001,33.53300000000001,31.53300000000001,33.53300000000001,0.85,train,train
19535.wav,19535,Breath,Breath,StickerGiant_Betsy Lay from Lady Justice Brewing Talks About How Beer Can Make the World a Better Place,2294.737999999993,2296.737999999993,2294.737999999993,2296.737999999993,0.85,train,train
19575.wav,19575,Words,Words,Newberry Library_Jun Fujita American Visionary,2743.3320896,2745.3320896,2743.3320896,2745.3320896,0.85,train,train
19591.wav,19591,Laughter,Laughter,Conexiones TheLearningSciences_Five Pillars of the Mind Redesigning Education to Suit the Brain,687.502016,689.502016,687.502016,689.502016,0.85,train,train
19592.wav,19592,Um,Um,g1 pdcst_Foodie Call #11 The 2016 Digest,1572.0609999999851,1574.0609999999851,1572.0609999999851,1574.0609999999851,0.85,test,test
19593.wav,19593,Uh,Uh,The Open Data Institute_Friday lunchtime lecture Data for democracy – how to stand for parliament with open data,46.06000000000001,48.06000000000001,46.06000000000001,48.06000000000001,0.85,train,train
19616.wav,19616,Laughter,Laughter,"Yaro Starak_Erika Awakening From Lawyer To Seduction Coach And Tapping Trainer Making $370,000 A Year",3388.081000000029,3390.081000000029,3388.081000000029,3390.081000000029,0.85,train,train
19635.wav,19635,Words,Words,Conexiones TheLearningSciences_Five Pillars of the Mind Redesigning Education to Suit the Brain,1591.9959872000004,1593.9959872000004,1591.9959872000004,1593.9959872000004,0.85,train,train
19659.wav,19659,Laughter,Laughter,Education-Factory_Teens Talking,962.7129999999931,964.7129999999931,962.7129999999931,964.7129999999931,0.85,train,train
19670.wav,19670,Words,Words,"UX Podcast_#262 Design confidence with Kate Rutter, Kim Goodwin and Pamela Pavliscak",1342.8530960000005,1344.8530960000005,1342.8530960000005,1344.8530960000005,0.85,train,train
19675.wav,19675,Music,Music,UX Podcast_#180 Mobile frustrations with Lina Hansson,2319.220999999994,2321.220999999994,2319.220999999994,2321.220999999994,0.85,train,train
